City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
311,howard springs,-12.497,131.047,82.31000000000009,80,87,1.56,AU,2023/11/09
312,touros,-5.1989,-35.4608,80.76200000000006,71,6,6.38,BR,2023/11/09
313,campbell river,50.0163,-125.2446,53.45600000000003,87,100,6.17,CA,2023/11/09
314,remire-montjoly,4.9167,-52.2667,87.83600000000007,66,0,6.17,GF,2023/11/09
315,hailey,43.5196,-114.3153,42.89000000000002,63,0,5.14,US,2023/11/09
316,el bauga,18.262,33.9081,82.59800000000003,39,0,4.8,SD,2023/11/09
317,lautoka,-17.6167,177.4667,80.45600000000003,74,75,2.06,FJ,2023/11/09
318,puerto deseado,-47.7503,-65.8938,58.78399999999999,43,26,7.37,AR,2023/11/09
319,barika,35.389,5.3658,59.59400000000007,62,3,1.69,DZ,2023/11/09
320,port douglas,-16.4833,145.4667,75.16400000000003,73,90,3.94,AU,2023/11/09
321,geraldton,-28.7667,114.6,64.81400000000004,63,100,5.66,AU,2023/11/09
322,ust-nera,64.5667,143.2,-22.935999999999964,98,84,1.44,RU,2023/11/09
323,kudahuvadhoo,2.6708,72.8944,81.64400000000008,74,84,2.07,MV,2023/11/09
324,corinto,37.9407,22.9573,62.88800000000005,67,100,1.27,GR,2023/11/09
325,pleiku,13.9833,108.0,66.99199999999999,97,32,1.71,VN,2023/11/09
326,viedma,-40.8135,-62.9967,70.75400000000005,30,0,8.07,AR,2023/11/09
327,lianran,24.9227,102.485,48.74000000000002,91,50,0.85,CN,2023/11/09
328,robertson,36.5167,-86.8667,66.03800000000004,52,100,3.6,US,2023/11/09
329,bamboo flat,11.7,92.7167,78.89000000000001,94,40,1.03,IN,2023/11/09
330,chenzhou,25.8,113.0333,67.37000000000006,98,100,2.0,CN,2023/11/09
331,onsala,57.4253,12.029,43.84400000000007,87,100,2.86,SE,2023/11/09
332,nefteyugansk,61.0998,72.6035,29.966000000000008,90,100,3.13,RU,2023/11/09
333,east london,-33.0153,27.9116,63.96800000000009,82,3,2.81,ZA,2023/11/09
334,sai buri,6.7013,101.6168,79.97000000000006,86,92,1.69,TH,2023/11/09
335,holualoa,19.6228,-155.9522,80.54600000000005,66,40,3.09,US,2023/11/09
336,ambalangoda,6.2355,80.0538,76.11800000000008,92,100,1.77,LK,2023/11/09
337,mega,4.05,38.3,63.158,72,45,4.76,ET,2023/11/09
338,sabha,27.0377,14.4283,75.21800000000009,22,99,3.23,LY,2023/11/09
339,gumel,12.6279,9.3912,82.54400000000007,17,82,2.22,NG,2023/11/09
340,mount pearl,47.5166,-52.7813,38.31800000000008,96,100,10.8,CA,2023/11/09
341,akjoujt,19.6969,-14.4164,78.83600000000007,16,3,4.99,MR,2023/11/09
342,san patricio,28.017,-97.5169,86.18000000000004,63,100,3.59,US,2023/11/09
343,gaspe,48.8334,-64.4819,35.51000000000008,100,100,1.54,CA,2023/11/09
344,valparaiso,-33.0393,-71.6273,66.434,68,75,4.63,CL,2023/11/09
345,jaru,-10.4389,-62.4664,90.21200000000006,46,100,1.45,BR,2023/11/09
346,aioun,16.6614,-9.6149,82.67000000000006,15,1,3.92,MR,2023/11/09
347,grand gaube,-20.0064,57.6608,77.37800000000007,75,99,0.89,MU,2023/11/09
348,summerside,46.3959,-63.7876,42.69199999999999,87,100,5.14,CA,2023/11/09
349,malanje,-9.5402,16.341,66.66800000000009,97,69,1.55,AO,2023/11/09
350,bereznik,62.8551,42.7072,31.73000000000004,73,100,1.39,RU,2023/11/09
351,taoudenni,22.6783,-3.9836,76.60400000000006,13,0,4.93,ML,2023/11/09
352,lamu,-2.2717,40.902,79.016,87,99,3.12,KE,2023/11/09
353,bishnupur,23.0833,87.3167,69.29600000000005,52,0,1.49,IN,2023/11/09
354,dubovskoye,47.4092,42.7575,48.668000000000085,71,100,7.38,RU,2023/11/09
355,pandan,14.0453,124.1694,79.95200000000008,87,30,4.56,PH,2023/11/09
356,serenje,-13.2325,30.2352,68.108,71,13,4.19,ZM,2023/11/09
357,tofol,5.3248,163.0078,83.35400000000006,80,99,6.98,FM,2023/11/09
358,sinop,41.7711,34.8709,49.33399999999999,92,99,1.99,TR,2023/11/09
359,yung shue wan,22.2333,114.1167,78.674,86,12,0.45,HK,2023/11/09
360,huarmey,-10.0681,-78.1522,71.6,73,20,4.9,PE,2023/11/09
361,buka,40.8108,69.1986,49.46000000000008,56,30,2.13,UZ,2023/11/09
362,fale old settlement,-9.3852,-171.2468,83.408,78,96,5.39,TK,2023/11/09
363,buenaventura,3.8801,-77.0312,80.07800000000006,93,100,2.91,CO,2023/11/09
364,camapua,-19.5314,-54.0439,93.2,33,88,2.82,BR,2023/11/09
365,taiynsha,53.8478,69.7639,38.75,84,100,5.14,KZ,2023/11/09
366,rio grande,-32.035,-52.0986,77.108,61,0,5.0,BR,2023/11/09
367,richards bay,-28.783,32.0377,67.29800000000003,75,100,0.78,ZA,2023/11/09
368,shohimardon,39.9839,71.8028,41.774000000000015,71,82,2.4,UZ,2023/11/09
369,thinadhoo,0.5333,72.9333,80.85200000000007,77,100,2.86,MV,2023/11/09
370,kisanga,-7.4362,37.7034,78.674,81,48,3.37,TZ,2023/11/09
371,hirakud,21.5167,83.8667,69.29600000000005,58,7,0.65,IN,2023/11/09
372,cole harbour,44.6724,-63.4751,43.97000000000006,77,100,5.66,CA,2023/11/09
373,long beach,33.767,-118.1892,81.68000000000004,16,0,2.57,US,2023/11/09
374,undurkhaan,47.3194,110.6556,-8.49999999999995,91,5,1.89,MN,2023/11/09
375,potsdam,52.3989,13.0657,52.016000000000005,77,100,5.2,DE,2023/11/09
376,trenggalek,-8.05,111.7167,74.26400000000004,93,100,0.69,ID,2023/11/09
377,bubaque,11.2833,-15.8333,84.00200000000008,54,100,3.58,GW,2023/11/09
378,jiwani,25.05,61.7417,80.816,51,0,4.23,PK,2023/11/09
379,chadan,51.2833,91.5833,14.414000000000033,95,99,1.65,RU,2023/11/09
380,jalalaqsi,3.3766,45.5996,79.30400000000006,75,68,4.28,SO,2023/11/09
381,tevriz,57.509,72.4042,29.228000000000065,84,100,2.26,RU,2023/11/09
382,bac lieu,9.285,105.7244,78.89000000000001,88,77,3.34,VN,2023/11/09
383,coahuayana de hidalgo,18.7,-103.6583,88.808,61,68,2.61,MX,2023/11/09
384,zhangye,38.9342,100.4517,34.682000000000016,36,33,2.72,CN,2023/11/09
385,dzilam gonzalez,21.2833,-88.9333,82.72400000000002,65,95,2.72,MX,2023/11/09
386,kolonia town,6.964,158.206,78.8,94,100,1.54,FM,2023/11/09
387,nahiyat al fuhud,30.9697,46.7228,74.33600000000007,34,0,1.17,IQ,2023/11/09
388,puerto baquerizo moreno,-0.9,-89.6,76.19000000000003,94,75,5.14,EC,2023/11/09
389,tocopilla,-22.092,-70.1979,67.67600000000009,70,68,1.1,CL,2023/11/09
390,camiri,-20.05,-63.5167,101.984,27,75,0.0,BO,2023/11/09
391,shambu,9.5667,37.1,51.908,80,70,1.53,ET,2023/11/09
392,al wajh,26.2455,36.4525,84.14600000000004,26,0,2.06,SA,2023/11/09
393,dudinka,69.4058,86.1778,24.62000000000006,90,100,12.52,RU,2023/11/09
394,achacachi,-16.05,-68.6833,52.73600000000007,66,66,7.74,BO,2023/11/09
395,songjianghe,42.1859,127.479,3.920000000000062,96,58,1.99,CN,2023/11/09
396,maceio,-9.6658,-35.7353,81.842,65,0,5.66,BR,2023/11/09
397,sibay,52.7181,58.6658,42.22400000000001,73,100,4.92,RU,2023/11/09
398,tamanrasset,22.785,5.5228,67.91000000000008,13,0,2.06,DZ,2023/11/09
399,soignies,50.579,4.0713,44.978000000000065,93,100,4.47,BE,2023/11/09
400,keetmanshoop,-26.5833,18.1333,85.37000000000006,11,0,4.29,NA,2023/11/09
401,miandrivazo,-19.5167,45.4667,79.19600000000005,74,100,2.81,MG,2023/11/09
402,mitchell,43.7094,-98.0298,48.182000000000016,37,40,10.29,US,2023/11/09
403,lata,40.1629,-8.3327,56.06600000000001,88,100,0.51,PT,2023/11/09
404,manakara,-22.1333,48.0167,74.08399999999999,92,99,3.28,MG,2023/11/09
405,alva,56.1528,-3.8051,43.268000000000086,91,98,1.62,GB,2023/11/09
406,santa eulalia,-11.85,-76.6833,62.69000000000002,52,36,4.56,PE,2023/11/09
407,tafuna,-14.3358,-170.72,81.80600000000003,80,100,3.45,AS,2023/11/09
408,luderitz,-26.6481,15.1594,62.74400000000007,76,0,1.88,NA,2023/11/09
409,atambua,-9.1061,124.8925,72.62600000000009,83,3,1.4,ID,2023/11/09
410,cidade velha,14.9167,-23.6167,77.46800000000009,65,20,4.63,CV,2023/11/09
411,island harbour,50.724,-1.2758,48.272000000000034,79,54,3.13,GB,2023/11/09
412,hami,42.8,93.45,36.320000000000064,27,0,0.84,CN,2023/11/09
413,sinalunga,43.2152,11.7495,55.72400000000001,92,100,4.59,IT,2023/11/09
414,segezha,63.7415,34.3222,28.07600000000009,86,96,2.26,RU,2023/11/09
415,aasiaat,68.7098,-52.8699,18.914000000000033,90,98,5.18,GL,2023/11/09
416,santa elena de uairen,4.6167,-61.1333,75.11000000000008,74,100,1.69,VE,2023/11/09
417,at taj,24.2049,23.2857,71.85200000000007,33,7,5.15,LY,2023/11/09
418,ust'-barguzin,53.45,108.9833,17.87000000000006,92,100,0.51,RU,2023/11/09
419,soeng sang,14.4264,102.4606,73.85,91,100,1.01,TH,2023/11/09
420,makubetsu,45.3714,141.8211,53.81600000000001,94,46,4.92,JP,2023/11/09
421,anaconda,46.1285,-112.9423,43.79000000000002,30,38,2.68,US,2023/11/09
422,naze,28.3667,129.4833,73.54400000000007,81,95,4.75,JP,2023/11/09
423,hailar,49.2,119.7,-7.617999999999981,98,52,2.25,CN,2023/11/09
424,karasuk,53.7377,78.0403,31.928000000000065,80,47,3.63,RU,2023/11/09
425,bansalan,6.8167,125.2167,72.46400000000003,92,52,0.76,PH,2023/11/09
426,kodinsk,58.6881,99.1844,7.448000000000025,98,5,0.7,RU,2023/11/09
